
OnuIndex            Type        Mode    AuthInfo                State
gpon-onu_1/3/8:43   F670T       sn      SN:HWTC275DB9FE         ready
gpon-onu_1/3/8:44   F670T       sn      SN:HWTC2767B6F5         ready
gpon-onu_1/3/8:45   F670T       sn      SN:ZTEGC4464254         ready
gpon-onu_1/3/8:46   F670T       sn      SN:ZTEGC440AF4F         ready
gpon-onu_1/3/8:47   F670T       sn      SN:ZTEGC4467648         ready
gpon-onu_1/3/8:48   F670T       sn      SN:ZTEGC4B549B5         ready
gpon-onu_1/3/8:49   F670T       sn      SN:ZTEGCCE00F4D         ready
gpon-onu_1/3/8:50   F670T       sn      SN:ZTEGCCE08B79         ready
gpon-onu_1/3/8:51   F670T       sn      SN:ZTEGC4EA4372         ready
gpon-onu_1/3/8:52   F670T       sn      SN:ZTEGCCE0A501         ready
gpon-onu_1/3/8:53   F670T       sn      SN:ZTEGCE4481AB         ready
gpon-onu_1/3/8:54   F670T       sn      SN:ZTEGCE470DA0         ready
gpon-onu_1/3/8:55   F670T       sn      SN:ZTEGCE584306         ready
gpon-onu_1/3/8:56   F670T       sn      SN:ZTEGCE492447         ready
gpon-onu_1/3/8:57   F670T       sn      SN:ZTEGCF2B4E03         ready
gpon-onu_1/3/8:58   F670T       sn      SN:ZTEGD4A86610         ready
gpon-onu_1/3/8:59   F670T       sn      SN:HWTC276DA521         ready
gpon-onu_1/3/8:60   F670T       sn      SN:HWTC277EF15A         ready
gpon-onu_1/3/8:61   F670T       sn      SN:CMDCA8F1042E         ready
gpon-onu_1/3/8:62   F670T       sn      SN:HWTC296EE631         ready
gpon-onu_1/3/8:63   F670T       sn      SN:HWTC29866E00         ready
gpon-onu_1/3/8:64   F980L       sn      SN:SKYW1A70BD1E         ready
gpon-onu_1/3/8:65   F670T       sn      SN:ZTEGC4420252         ready
gpon-onu_1/3/8:66   F670T       sn      SN:ZTEGC43DB336         ready
gpon-onu_1/3/8:67   F670T       sn      SN:ZTEGC44314F9         ready
gpon-onu_1/3/8:68   F670T       sn      SN:ZTEGC44F674E         ready
gpon-onu_1/3/8:69   F670T       sn      SN:ZTEGC4EA4504         ready
gpon-onu_1/3/8:70   F670T       sn      SN:ZTEGC4E7A071         ready
gpon-onu_1/3/8:71   F670T       sn      SN:ZTEGC4E735B0         ready
gpon-onu_1/3/8:72   F670T       sn      SN:ZTEGC4EA69D8         ready
gpon-onu_1/3/8:73   F670T       sn      SN:ZTEGCE4472FC         ready
gpon-onu_1/3/8:74   F670T       sn      SN:ZTEGD6D011D6         ready
gpon-onu_1/3/8:75   F670T       sn      SN:HWTC27819DAC         ready
gpon-onu_1/3/8:76   F670T       sn      SN:HWTCA10094A8         ready
gpon-onu_1/3/8:77   F980L       sn      SN:SKYW1A3D1A96         ready
gpon-onu_1/3/8:78   F980L       sn      SN:SKYW1A7E90D1         ready
gpon-onu_1/3/8:79   F980L       sn      SN:SKYW1AF68B3C         ready
gpon-onu_1/3/8:80   F670T       sn      SN:ZTEGC4B8ECB8         ready
gpon-onu_1/3/8:81   F670T       sn      SN:ZTEGC4ECA3F2         ready
gpon-onu_1/3/8:82   F670T       sn      SN:ZTEGCE4878A3         ready
gpon-onu_1/3/8:83   F670T       sn      SN:ZTEGC440BBF9         ready
gpon-onu_1/3/8:84   F670T       sn      SN:HWTC275C0D15         ready
gpon-onu_1/3/8:85   F670T       sn      SN:ZTEGD3802AF7         ready
gpon-onu_1/3/8:86   F980L       sn      SN:SKYW1AF56B37         ready
gpon-onu_1/3/8:87   F670T       sn      SN:ZTEGC4EA3753         ready
gpon-onu_1/3/8:88   F670T       sn      SN:HWTC276A02B4         ready
ZXAN#
