
OnuIndex            Type        Mode    AuthInfo                State
gpon-onu_1/6/4:78   F670T       sn      SN:HWTC5BD2D49C         ready
gpon-onu_1/6/4:79   F670T       sn      SN:ZTEGC4EA4B35         ready
gpon-onu_1/6/4:80   F670T       sn      SN:ZTEGC4B56C29         ready
gpon-onu_1/6/4:81   F670T       sn      SN:HWTC295C62EF         ready
gpon-onu_1/6/4:82   F980L       sn      SN:SKYW1AC4E078         ready
gpon-onu_1/6/4:83   F670T       sn      SN:ZTEGC8CC0ED6         ready
gpon-onu_1/6/4:84   F670T       sn      SN:ZTEGC8E2D66F         ready
gpon-onu_1/6/4:85   F670T       sn      SN:ZTEGC8ED0345         ready
gpon-onu_1/6/4:86   F670T       sn      SN:ZTEGCE48EC31         ready
ZXAN#
