
OnuIndex            Type        Mode    AuthInfo                State
gpon-onu_1/3/10:89  F670T       sn      SN:ZTEGCE5A6F6E         ready
gpon-onu_1/3/10:90  F670T       sn      SN:ZTEGCE80ACF0         ready
gpon-onu_1/3/10:91  F670T       sn      SN:ZTEGCE8FA3A2         ready
gpon-onu_1/3/10:92  F670T       sn      SN:ZTEGCF266225         ready
gpon-onu_1/3/10:93  F670T       sn      SN:ZTEGD4A88904         ready
gpon-onu_1/3/10:94  F670T       sn      SN:HWTC298B4877         ready
gpon-onu_1/3/10:95  F670T       sn      SN:ZTEGC8C42C1F         ready
gpon-onu_1/3/10:96  F670T       sn      SN:ZTEGC43DB425         ready
gpon-onu_1/3/10:97  F670T       sn      SN:ZTEGCE44799A         ready
gpon-onu_1/3/10:98  F670T       sn      SN:ZTEGCE49319D         ready
gpon-onu_1/3/10:99  F670T       sn      SN:ZTEGCF2B7A43         ready
gpon-onu_1/3/10:100 F670T       sn      SN:ZTEGD4A865B0         ready
gpon-onu_1/3/10:101 F670T       sn      SN:HWTC275DA79F         ready
gpon-onu_1/3/10:102 F670T       sn      SN:ZTEGCF204FE3         ready
gpon-onu_1/3/10:103 F670T       sn      SN:GMEGC2445DC0         ready
gpon-onu_1/3/10:104 F670T       sn      SN:ZTEGCE5A6E84         ready
gpon-onu_1/3/10:105 F670T       sn      SN:ZTEGCE5AA8C7         ready
gpon-onu_1/3/10:106 F670T       sn      SN:HWTC27790F4C         ready
gpon-onu_1/3/10:107 F670T       sn      SN:HWTC2773F6B3         ready
ZXAN#
