
Total mac address : 1520

Mac address      Vlan  Type      Port	                  Vc                      
B4:E4:6B:76:AD:64   100   Dynamic   gpon-onu_1/3/6:76        vport 1  
B0:8B:92:B8:CA:36   100   Dynamic   gpon-onu_1/3/6:77        vport 1  
5C:3A:3D:F5:B8:B4   100   Dynamic   gpon-onu_1/3/6:78        vport 1  
B4:E4:6B:80:18:56   100   Dynamic   gpon-onu_1/3/6:79        vport 1  
04:E7:95:DC:0F:5E   100   Dynamic   gpon-onu_1/3/6:80        vport 1  
B4:E4:6B:73:4B:CC   100   Dynamic   gpon-onu_1/3/6:81        vport 1  
94:FF:61:BF:FC:91   100   Dynamic   gpon-onu_1/3/7:1         vport 1  
94:FF:61:58:B1:7C   100   Dynamic   gpon-onu_1/3/7:2         vport 1  
94:FF:61:04:2B:70   100   Dynamic   gpon-onu_1/3/7:3         vport 1  
14:79:F3:1B:7B:31   100   Dynamic   gpon-onu_1/3/7:4         vport 1  
94:FF:61:F4:1A:0A   100   Dynamic   gpon-onu_1/3/7:5         vport 1  
B4:E4:6B:75:05:AF   100   Dynamic   gpon-onu_1/3/7:6         vport 1  
B4:E4:6B:7A:5A:4D   100   Dynamic   gpon-onu_1/3/7:7         vport 1  
F8:6C:E1:6F:2E:4F   100   Dynamic   gpon-onu_1/3/7:8         vport 1  
F8:6C:E1:90:2A:97   100   Dynamic   gpon-onu_1/3/7:9         vport 1  
9A:8C:1A:7C:A2:8F   100   Dynamic   gpon-onu_1/3/7:10        vport 1  
F8:64:B8:B5:F3:AE   100   Dynamic   gpon-onu_1/3/7:11        vport 1  
F8:64:B8:EF:D4:C5   100   Dynamic   gpon-onu_1/3/7:12        vport 1  
5C:3A:3D:ED:BD:78   100   Dynamic   gpon-onu_1/3/7:13        vport 1  
98:00:6A:63:32:1B   100   Dynamic   gpon-onu_1/3/7:14        vport 1  
5C:3A:3D:F4:A0:16   100   Dynamic   gpon-onu_1/3/7:15        vport 1  
34:24:3E:25:78:FA   100   Dynamic   gpon-onu_1/3/7:16        vport 1  
D8:A0:E8:EC:FD:73   100   Dynamic   gpon-onu_1/3/7:17        vport 1  
28:77:77:4B:86:3C   100   Dynamic   gpon-onu_1/3/7:18        vport 1  
BC:BD:84:1D:52:F4   100   Dynamic   gpon-onu_1/3/7:19        vport 1  
BC:BD:84:1D:53:00   100   Dynamic   gpon-onu_1/3/7:20        vport 1  
F4:2D:06:C7:19:16   100   Dynamic   gpon-onu_1/3/7:21        vport 1  
D4:7E:A8:21:9B:78   100   Dynamic   gpon-onu_1/3/7:22        vport 1  
5C:3A:3D:F5:C8:80   100   Dynamic   gpon-onu_1/3/7:23        vport 1  
34:36:54:AC:BB:16   100   Dynamic   gpon-onu_1/3/7:24        vport 1  
34:36:54:AC:5E:D6   100   Dynamic   gpon-onu_1/3/8:1         vport 1  
A8:61:DF:1C:05:40   100   Dynamic   gpon-onu_1/3/8:2         vport 1  
D4:7E:A8:A2:96:5C   100   Dynamic   gpon-onu_1/3/8:3         vport 1  
B4:E4:6B:67:02:88   100   Dynamic   gpon-onu_1/3/8:4         vport 1  
B4:E4:6B:67:FF:F2   100   Dynamic   gpon-onu_1/3/8:5         vport 1  
B4:E4:6B:76:05:25   100   Dynamic   gpon-onu_1/3/8:6         vport 1  
A8:74:84:C1:37:E8   100   Dynamic   gpon-onu_1/3/8:7         vport 1  
F8:64:B8:EF:86:47   100   Dynamic   gpon-onu_1/3/8:8         vport 1  
E0:19:54:FC:41:13   100   Dynamic   gpon-onu_1/3/8:9         vport 1  
5C:3A:3D:FE:FC:40   100   Dynamic   gpon-onu_1/3/8:10        vport 1  
98:00:6A:87:5D:26   100   Dynamic   gpon-onu_1/3/8:11        vport 1  
30:40:74:AD:71:D4   100   Dynamic   gpon-onu_1/3/8:12        vport 1  
F8:79:28:74:0D:1C   100   Dynamic   gpon-onu_1/3/8:13        vport 1  
D4:7E:A8:9E:B0:24   100   Dynamic   gpon-onu_1/3/8:14        vport 1  
A8:61:DF:34:E4:9A   100   Dynamic   gpon-onu_1/3/8:15        vport 1  
94:FF:61:A3:26:3A   100   Dynamic   gpon-onu_1/3/8:16        vport 1  
94:FF:61:BA:2F:16   100   Dynamic   gpon-onu_1/3/8:17        vport 1  
14:79:F3:23:27:71   100   Dynamic   gpon-onu_1/3/8:18        vport 1  
B4:E4:6B:7D:06:7E   100   Dynamic   gpon-onu_1/3/8:19        vport 1  
B4:E4:6B:7E:BE:8D   100   Dynamic   gpon-onu_1/3/8:20        vport 1  
B4:E4:6B:82:72:5D   100   Dynamic   gpon-onu_1/3/8:21        vport 1  
F8:6C:E1:68:CB:8C   100   Dynamic   gpon-onu_1/3/8:22        vport 1  
F8:6C:E1:73:B7:17   100   Dynamic   gpon-onu_1/3/8:23        vport 1  
F4:DE:AF:96:89:D4   100   Dynamic   gpon-onu_1/3/8:24        vport 1  
F8:6C:E1:82:F0:26   100   Dynamic   gpon-onu_1/3/8:26        vport 1  
B8:DD:71:EC:3E:34   100   Dynamic   gpon-onu_1/3/8:27        vport 1  
54:BE:53:DC:B5:74   100   Dynamic   gpon-onu_1/3/8:28        vport 1  
5C:3A:3D:EE:BD:D4   100   Dynamic   gpon-onu_1/3/8:29        vport 1  
5C:3A:3D:EF:9D:1E   100   Dynamic   gpon-onu_1/3/8:30        vport 1  
FC:40:09:EF:2D:C0   100   Dynamic   gpon-onu_1/3/8:31        vport 1  
DC:F8:B9:E3:C0:95   100   Dynamic   gpon-onu_1/3/8:32        vport 1  
DC:F8:B9:EC:71:7F   100   Dynamic   gpon-onu_1/3/8:33        vport 1  
98:00:6A:8B:E6:A4   100   Dynamic   gpon-onu_1/3/8:34        vport 1  
D4:B7:09:E5:94:88   100   Dynamic   gpon-onu_1/3/8:35        vport 1  
34:36:54:96:8D:EC   100   Dynamic   gpon-onu_1/3/8:36        vport 1  
BC:BD:84:1D:53:18   100   Dynamic   gpon-onu_1/3/8:37        vport 1  
F4:2D:06:C7:17:60   100   Dynamic   gpon-onu_1/3/8:38        vport 1  
54:DF:24:3E:1F:F2   100   Dynamic   gpon-onu_1/3/8:39        vport 1  
14:79:F3:4A:68:01   100   Dynamic   gpon-onu_1/3/8:40        vport 1  
EC:9B:2D:D2:85:81   100   Dynamic   gpon-onu_1/3/8:41        vport 1  
28:68:D2:96:00:A8   100   Dynamic   gpon-onu_1/3/8:42        vport 1  
B4:E4:6B:5D:B9:FE   100   Dynamic   gpon-onu_1/3/8:43        vport 1  
B4:E4:6B:67:B6:F5   100   Dynamic   gpon-onu_1/3/8:44        vport 1  
A8:74:84:C9:6A:B8   100   Dynamic   gpon-onu_1/3/8:45        vport 1  
F8:64:B8:A9:30:F0   100   Dynamic   gpon-onu_1/3/8:46        vport 1  
A8:74:84:CA:A2:70   100   Dynamic   gpon-onu_1/3/8:47        vport 1  
E0:19:54:E5:44:BC   100   Dynamic   gpon-onu_1/3/8:48        vport 1  
98:00:6A:89:1A:22   100   Dynamic   gpon-onu_1/3/8:49        vport 1  
98:00:6A:8C:03:2A   100   Dynamic   gpon-onu_1/3/8:50        vport 1  
5C:3A:3D:E6:53:C4   100   Dynamic   gpon-onu_1/3/8:51        vport 1  
98:00:6A:8C:9C:5A   100   Dynamic   gpon-onu_1/3/8:52        vport 1  
34:36:54:95:5B:5C   100   Dynamic   gpon-onu_1/3/8:54        vport 1  
34:36:54:A4:36:8C   100   Dynamic   gpon-onu_1/3/8:54        vport 1  
FC:40:09:EF:89:46   100   Dynamic   gpon-onu_1/3/8:55        vport 1  
34:36:54:B0:A3:1E   100   Dynamic   gpon-onu_1/3/8:56        vport 1  
34:24:3E:24:B1:08   100   Dynamic   gpon-onu_1/3/8:57        vport 1  
F4:2D:06:C6:E5:E6   100   Dynamic   gpon-onu_1/3/8:58        vport 1  
B4:E4:6B:6D:A5:21   100   Dynamic   gpon-onu_1/3/8:59        vport 1  
B4:E4:6B:7E:F1:5A   100   Dynamic   gpon-onu_1/3/8:60        vport 1  
D4:7E:A8:F1:04:2E   100   Dynamic   gpon-onu_1/3/8:61        vport 1  
9A:8C:1A:7E:90:D1   100   Dynamic   gpon-onu_1/3/8:62        vport 1  
F8:6C:E1:6E:E6:31   100   Dynamic   gpon-onu_1/3/8:62        vport 1  
F8:6C:E1:86:6E:00   100   Dynamic   gpon-onu_1/3/8:63        vport 1  
9A:8C:1A:70:BD:1E   100   Dynamic   gpon-onu_1/3/8:64        vport 1  
F8:64:B8:B0:FB:F2   100   Dynamic   gpon-onu_1/3/8:65        vport 1  
B8:DD:71:EC:47:58   100   Dynamic   gpon-onu_1/3/8:66        vport 1  
F8:64:B8:B6:C0:EC   100   Dynamic   gpon-onu_1/3/8:67        vport 1  
08:9A:C7:9F:2A:7C   100   Dynamic   gpon-onu_1/3/8:68        vport 1  
5C:3A:3D:E6:5D:30   100   Dynamic   gpon-onu_1/3/8:69        vport 1  
28:FF:3E:76:81:BA   100   Dynamic   gpon-onu_1/3/8:70        vport 1  
28:FF:3E:74:01:34   100   Dynamic   gpon-onu_1/3/8:71        vport 1  
5C:3A:3D:E7:3A:28   100   Dynamic   gpon-onu_1/3/8:72        vport 1  
9A:8C:1A:F6:8B:3C   100   Dynamic   gpon-onu_1/3/8:72        vport 1  
34:36:54:95:03:42   100   Dynamic   gpon-onu_1/3/8:73        vport 1  
44:A3:C7:1D:B0:3C   100   Dynamic   gpon-onu_1/3/8:74        vport 1  
B4:E4:6B:81:9D:AC   100   Dynamic   gpon-onu_1/3/8:75        vport 1  
24:91:BB:3C:BB:27   100   Dynamic   gpon-onu_1/3/8:76        vport 1  
9A:8C:1A:3D:1A:96   100   Dynamic   gpon-onu_1/3/8:77        vport 1  
E0:19:54:FD:4B:B9   100   Dynamic   gpon-onu_1/3/8:80        vport 1  
5C:3A:3D:F4:95:FC   100   Dynamic   gpon-onu_1/3/8:81        vport 1  
34:36:54:AC:9D:46   100   Dynamic   gpon-onu_1/3/8:82        vport 1  
F8:64:B8:A9:7C:EC   100   Dynamic   gpon-onu_1/3/8:83        vport 1  
B4:E4:6B:5C:0D:15   100   Dynamic   gpon-onu_1/3/8:84        vport 1  
5C:A4:F4:F9:3E:0A   100   Dynamic   gpon-onu_1/3/8:85        vport 1  
9A:8C:1A:F5:6B:37   100   Dynamic   gpon-onu_1/3/8:86        vport 1  
5C:3A:3D:E6:0B:0A   100   Dynamic   gpon-onu_1/3/8:87        vport 1  
B4:E4:6B:6A:02:B4   100   Dynamic   gpon-onu_1/3/8:88        vport 1  
D4:7E:A8:4E:98:6D   100   Dynamic   gpon-onu_1/3/9:1         vport 1  
5C:3A:3D:E6:E9:C4   100   Dynamic   gpon-onu_1/3/9:4         vport 1  
5C:3A:3D:FF:61:AA   100   Dynamic   gpon-onu_1/3/9:5         vport 1  
D4:B7:09:E7:15:E2   100   Dynamic   gpon-onu_1/3/9:7         vport 1  
98:00:6A:95:33:72   100   Dynamic   gpon-onu_1/3/9:8         vport 1  
34:36:54:AF:49:6A   100   Dynamic   gpon-onu_1/3/9:9         vport 1  
FC:40:09:EF:9A:08   100   Dynamic   gpon-onu_1/3/9:10        vport 1  
B4:E4:6B:72:3F:AE   100   Dynamic   gpon-onu_1/3/9:11        vport 1  
F8:6C:E1:68:F4:5D   100   Dynamic   gpon-onu_1/3/9:12        vport 1  
20:53:83:00:E0:A8   100   Dynamic   gpon-onu_1/3/9:13        vport 1  
2C:52:AF:8E:30:F9   100   Dynamic   gpon-onu_1/3/9:14        vport 1  
68:9F:F0:0C:4F:5D   100   Dynamic   gpon-onu_1/3/9:15        vport 1  
5C:3A:3D:F0:CC:B4   100   Dynamic   gpon-onu_1/3/9:17        vport 1  
5C:3A:3D:F1:1D:18   100   Dynamic   gpon-onu_1/3/9:18        vport 1  
D4:B7:09:E5:13:7C   100   Dynamic   gpon-onu_1/3/9:19        vport 1  
34:36:54:A5:74:F8   100   Dynamic   gpon-onu_1/3/9:20        vport 1  
C0:94:AD:22:F0:B6   100   Dynamic   gpon-onu_1/3/9:21        vport 1  
34:36:54:B1:0C:C0   100   Dynamic   gpon-onu_1/3/9:22        vport 1  
FC:40:09:EF:53:40   100   Dynamic   gpon-onu_1/3/9:23        vport 1  
A8:74:84:C8:3F:72   100   Dynamic   gpon-onu_1/3/9:24        vport 1  
98:00:6A:94:53:5C   100   Dynamic   gpon-onu_1/3/9:25        vport 1  
5C:3A:3D:F0:43:CE   100   Dynamic   gpon-onu_1/3/9:26        vport 1  
34:24:3E:25:AD:44   100   Dynamic   gpon-onu_1/3/9:27        vport 1  
D8:E8:44:0C:A0:A6   100   Dynamic   gpon-onu_1/3/9:28        vport 1  
14:79:F3:0B:91:51   100   Dynamic   gpon-onu_1/3/10:1        vport 1  
DC:99:14:57:AA:7C   100   Dynamic   gpon-onu_1/3/10:2        vport 1  
B4:E4:6B:7F:D4:63   100   Dynamic   gpon-onu_1/3/10:3        vport 1  
50:5D:AC:29:9F:09   100   Dynamic   gpon-onu_1/3/10:4        vport 1  
78:DD:33:C6:BA:29   100   Dynamic   gpon-onu_1/3/10:5        vport 1  
30:C5:0F:9D:C2:A1   100   Dynamic   gpon-onu_1/3/10:6        vport 1  
54:BE:53:DC:B1:78   100   Dynamic   gpon-onu_1/3/10:7        vport 1  
5C:3A:3D:F1:1C:F4   100   Dynamic   gpon-onu_1/3/10:8        vport 1  
98:00:6A:86:14:5E   100   Dynamic   gpon-onu_1/3/10:9        vport 1  
98:00:6A:89:D8:24   100   Dynamic   gpon-onu_1/3/10:10       vport 1  
14:79:F3:1C:DE:A1   100   Dynamic   gpon-onu_1/3/10:11       vport 1  
94:FF:61:C0:D3:72   100   Dynamic   gpon-onu_1/3/10:12       vport 1  
74:E1:9A:41:82:59   100   Dynamic   gpon-onu_1/3/10:13       vport 1  
B4:E4:6B:67:44:43   100   Dynamic   gpon-onu_1/3/10:14       vport 1  
14:79:F3:38:5E:69   100   Dynamic   gpon-onu_1/3/10:15       vport 1  
B4:E4:6B:69:04:97   100   Dynamic   gpon-onu_1/3/10:16       vport 1  
B4:E4:6B:76:F0:D5   100   Dynamic   gpon-onu_1/3/10:17       vport 1  
B4:E4:6B:6D:4A:41   100   Dynamic   gpon-onu_1/3/10:18       vport 1  
84:46:FE:34:23:07   100   Dynamic   gpon-onu_1/3/10:19       vport 1  
14:8C:4A:A6:4A:38   100   Dynamic   gpon-onu_1/3/10:20       vport 1  
F8:64:B8:EE:C7:85   100   Dynamic   gpon-onu_1/3/10:21       vport 1  
F8:64:B8:EE:72:DD   100   Dynamic   gpon-onu_1/3/10:22       vport 1  
9A:8C:1A:E3:A4:65   100   Dynamic   gpon-onu_1/3/10:23       vport 1  
F8:64:B8:F0:0B:52   100   Dynamic   gpon-onu_1/3/10:24       vport 1  
F4:2D:06:C6:E3:64   100   Dynamic   gpon-onu_1/3/10:25       vport 1  
F8:64:B8:EF:63:1F   100   Dynamic   gpon-onu_1/3/10:25       vport 1  
F8:64:B8:A8:34:30   100   Dynamic   gpon-onu_1/3/10:26       vport 1  
F8:64:B8:A8:D0:78   100   Dynamic   gpon-onu_1/3/10:27       vport 1  
A8:74:84:C0:F1:0E   100   Dynamic   gpon-onu_1/3/10:28       vport 1  
FC:40:09:00:2D:60   100   Dynamic   gpon-onu_1/3/10:29       vport 1  
5C:3A:3D:F2:33:5E   100   Dynamic   gpon-onu_1/3/10:30       vport 1  
5C:3A:3D:FF:C9:54   100   Dynamic   gpon-onu_1/3/10:31       vport 1  
F4:B5:AA:86:7E:28   100   Dynamic   gpon-onu_1/3/10:32       vport 1  
34:36:54:B1:06:84   100   Dynamic   gpon-onu_1/3/10:33       vport 1  
98:00:6A:84:C7:A6   100   Dynamic   gpon-onu_1/3/10:33       vport 1  
98:00:6A:62:78:E1   100   Dynamic   gpon-onu_1/3/10:34       vport 1  
98:00:6A:8D:C9:86   100   Dynamic   gpon-onu_1/3/10:35       vport 1  
98:00:6A:92:DF:62   100   Dynamic   gpon-onu_1/3/10:36       vport 1  
34:36:54:A2:EC:56   100   Dynamic   gpon-onu_1/3/10:37       vport 1  
34:36:54:96:9C:92   100   Dynamic   gpon-onu_1/3/10:38       vport 1  
34:36:54:B1:22:20   100   Dynamic   gpon-onu_1/3/10:39       vport 1  
FC:40:09:FB:3D:8F   100   Dynamic   gpon-onu_1/3/10:40       vport 1  
08:F6:06:A0:10:98   100   Dynamic   gpon-onu_1/3/10:41       vport 1  
D0:F9:9B:45:1F:B2   100   Dynamic   gpon-onu_1/3/10:42       vport 1  
C0:94:AD:22:EB:7C   100   Dynamic   gpon-onu_1/3/10:43       vport 1  
14:79:F3:2B:96:01   100   Dynamic   gpon-onu_1/3/10:45       vport 1  
14:79:F3:10:CF:11   100   Dynamic   gpon-onu_1/3/10:46       vport 1  
98:00:6A:85:9E:AA   100   Dynamic   gpon-onu_1/3/10:47       vport 1  
98:7D:DD:4E:CF:F9   100   Dynamic   gpon-onu_1/3/10:47       vport 1  
B4:E4:6B:69:CE:67   100   Dynamic   gpon-onu_1/3/10:48       vport 1  
10:C3:AB:BB:3B:BF   100   Dynamic   gpon-onu_1/3/10:49       vport 1  
B4:E4:6B:75:1F:A1   100   Dynamic   gpon-onu_1/3/10:50       vport 1  
B4:E4:6B:8E:8D:D1   100   Dynamic   gpon-onu_1/3/10:51       vport 1  
E4:82:10:E0:E6:3B   100   Dynamic   gpon-onu_1/3/10:52       vport 1  
F8:64:B8:EE:FC:77   100   Dynamic   gpon-onu_1/3/10:53       vport 1  
F8:64:B8:EF:A4:29   100   Dynamic   gpon-onu_1/3/10:54       vport 1  
E0:19:54:E5:B8:CC   100   Dynamic   gpon-onu_1/3/10:55       vport 1  
FC:40:09:00:6C:CC   100   Dynamic   gpon-onu_1/3/10:56       vport 1  
E0:19:54:F9:A9:B3   100   Dynamic   gpon-onu_1/3/10:57       vport 1  
5C:3A:3D:E7:0C:20   100   Dynamic   gpon-onu_1/3/10:58       vport 1  
E0:19:54:FA:0B:E1   100   Dynamic   gpon-onu_1/3/10:59       vport 1  
E0:19:54:FA:87:71   100   Dynamic   gpon-onu_1/3/10:60       vport 1  
98:00:6A:87:AF:76   100   Dynamic   gpon-onu_1/3/10:61       vport 1  
5C:3A:3D:EF:2D:E8   100   Dynamic   gpon-onu_1/3/10:62       vport 1  
98:00:6A:5E:5E:D2   100   Dynamic   gpon-onu_1/3/10:63       vport 1  
98:00:6A:63:50:BD   100   Dynamic   gpon-onu_1/3/10:64       vport 1  
34:36:54:AE:72:5A   100   Dynamic   gpon-onu_1/3/10:65       vport 1  
34:36:54:B0:08:14   100   Dynamic   gpon-onu_1/3/10:66       vport 1  
98:00:6A:8C:55:F2   100   Dynamic   gpon-onu_1/3/10:67       vport 1  
FC:40:09:F0:C2:60   100   Dynamic   gpon-onu_1/3/10:69       vport 1  
FC:40:09:07:82:40   100   Dynamic   gpon-onu_1/3/10:70       vport 1  
44:A3:C7:1E:44:62   100   Dynamic   gpon-onu_1/3/10:71       vport 1  
04:E7:95:DA:B7:0D   100   Dynamic   gpon-onu_1/3/10:72       vport 1  
F8:64:B8:B1:17:88   100   Dynamic   gpon-onu_1/3/10:73       vport 1  
14:79:F3:0E:C1:B9   100   Dynamic   gpon-onu_1/3/10:74       vport 1  
5C:3A:3D:EF:FF:C4   100   Dynamic   gpon-onu_1/3/10:75       vport 1  
E0:19:54:FC:AD:9D   100   Dynamic   gpon-onu_1/3/10:76       vport 1  
98:00:6A:8D:D2:8C   100   Dynamic   gpon-onu_1/3/10:78       vport 1  
34:36:54:A2:EF:2C   100   Dynamic   gpon-onu_1/3/10:79       vport 1  
34:36:54:A5:C7:54   100   Dynamic   gpon-onu_1/3/10:80       vport 1  
FC:40:09:FB:A4:13   100   Dynamic   gpon-onu_1/3/10:81       vport 1  
C0:94:AD:22:8A:AA   100   Dynamic   gpon-onu_1/3/10:82       vport 1  
C0:94:AD:22:9E:78   100   Dynamic   gpon-onu_1/3/10:83       vport 1  
C0:94:AD:22:E1:68   100   Dynamic   gpon-onu_1/3/10:84       vport 1  
08:F6:06:9F:7E:10   100   Dynamic   gpon-onu_1/3/10:85       vport 1  
A8:74:84:C0:69:BA   100   Dynamic   gpon-onu_1/3/10:86       vport 1  
B4:E4:6B:5F:48:AA   100   Dynamic   gpon-onu_1/3/10:87       vport 1  
D4:7E:A8:97:B2:05   100   Dynamic   gpon-onu_1/3/10:88       vport 1  
FC:40:09:FB:68:43   100   Dynamic   gpon-onu_1/3/10:89       vport 1  
C0:94:AD:22:EE:A0   100   Dynamic   gpon-onu_1/3/10:90       vport 1  
08:F6:06:A0:7E:D2   100   Dynamic   gpon-onu_1/3/10:91       vport 1  
08:F6:06:C8:97:C0   100   Dynamic   gpon-onu_1/3/10:92       vport 1  
F4:2D:06:C7:B7:9E   100   Dynamic   gpon-onu_1/3/10:93       vport 1  
F8:6C:E1:8B:48:77   100   Dynamic   gpon-onu_1/3/10:94       vport 1  
DC:F8:B9:EC:30:B7   100   Dynamic   gpon-onu_1/3/10:95       vport 1  
B8:DD:71:EC:4C:F2   100   Dynamic   gpon-onu_1/3/10:96       vport 1  
34:36:54:95:2A:F6   100   Dynamic   gpon-onu_1/3/10:97       vport 1  
34:36:54:B0:F3:22   100   Dynamic   gpon-onu_1/3/10:98       vport 1  
34:24:3E:25:BA:88   100   Dynamic   gpon-onu_1/3/10:99       vport 1  
F4:2D:06:C6:E3:A6   100   Dynamic   gpon-onu_1/3/10:100      vport 1  
B4:E4:6B:5D:A7:9F   100   Dynamic   gpon-onu_1/3/10:101      vport 1  
FC:40:09:04:9D:FA   100   Dynamic   gpon-onu_1/3/10:102      vport 1  
14:79:F3:44:5D:C1   100   Dynamic   gpon-onu_1/3/10:103      vport 1  
FC:40:09:FC:C0:59   100   Dynamic   gpon-onu_1/3/10:105      vport 1  
B4:E4:6B:79:0F:4C   100   Dynamic   gpon-onu_1/3/10:106      vport 1  
B4:E4:6B:73:F6:B3   100   Dynamic   gpon-onu_1/3/10:107      vport 1  
14:79:F3:15:B3:E1   100   Dynamic   gpon-onu_1/3/11:1        vport 1  
9A:8C:1A:0C:16:F7   100   Dynamic   gpon-onu_1/3/11:2        vport 1  
94:FF:61:41:67:AD   100   Dynamic   gpon-onu_1/3/11:3        vport 1  
14:79:F3:02:E9:79   100   Dynamic   gpon-onu_1/3/11:4        vport 1  
14:79:F3:4B:C0:D9   100   Dynamic   gpon-onu_1/3/11:5        vport 1  
14:79:F3:0D:54:F9   100   Dynamic   gpon-onu_1/3/11:6        vport 1  
14:79:F3:36:04:99   100   Dynamic   gpon-onu_1/3/11:7        vport 1  
B4:E4:6B:68:8C:6E   100   Dynamic   gpon-onu_1/3/11:8        vport 1  
B4:E4:6B:7F:ED:28   100   Dynamic   gpon-onu_1/3/11:9        vport 1  
B4:E4:6B:86:30:6F   100   Dynamic   gpon-onu_1/3/11:10       vport 1  
A4:7C:C9:12:3C:9A   100   Dynamic   gpon-onu_1/3/11:11       vport 1  
9A:8C:1A:80:6A:C2   100   Dynamic   gpon-onu_1/3/11:12       vport 1  
F8:64:B8:EF:74:3B   100   Dynamic   gpon-onu_1/3/11:13       vport 1  
E0:19:54:FB:39:D9   100   Dynamic   gpon-onu_1/3/11:14       vport 1  
E0:19:54:FD:F6:0B   100   Dynamic   gpon-onu_1/3/11:15       vport 1  
D8:E8:44:05:62:CC   100   Dynamic   gpon-onu_1/3/11:16       vport 1  
5C:3A:3D:F5:EC:EC   100   Dynamic   gpon-onu_1/3/11:17       vport 1  
F4:2D:06:C6:E3:C4   100   Dynamic   gpon-onu_1/3/11:18       vport 1  
14:79:F3:19:73:31   100   Dynamic   gpon-onu_1/3/12:1        vport 1  
14:79:F3:17:CD:F1   100   Dynamic   gpon-onu_1/3/12:2        vport 1  
14:79:F3:33:33:A9   100   Dynamic   gpon-onu_1/3/12:3        vport 1  
B4:E4:6B:6F:1D:04   100   Dynamic   gpon-onu_1/3/12:4        vport 1  
E0:19:54:E5:6A:E4   100   Dynamic   gpon-onu_1/3/12:5        vport 1  
9A:8C:1A:21:50:B9   100   Dynamic   gpon-onu_1/3/12:6        vport 1  
9A:8C:1A:6F:5D:1E   100   Dynamic   gpon-onu_1/3/12:7        vport 1  
B4:E4:6B:84:28:F1   100   Dynamic   gpon-onu_1/3/13:1        vport 1  
F8:6C:E1:77:23:59   100   Dynamic   gpon-onu_1/3/13:2        vport 1  
14:79:F3:30:18:19   100   Dynamic   gpon-onu_1/3/13:3        vport 1  
98:00:6A:62:B2:23   100   Dynamic   gpon-onu_1/3/13:4        vport 1  
28:FF:3E:74:A7:3C   100   Dynamic   gpon-onu_1/3/13:5        vport 1  
08:F6:06:C7:BD:50   100   Dynamic   gpon-onu_1/3/13:6        vport 1  
04:4F:7A:97:9F:C9   100   Dynamic   gpon-onu_1/3/13:7        vport 1  
B4:E4:6B:5D:E4:49   100   Dynamic   gpon-onu_1/3/13:8        vport 1  
D4:7E:A8:8B:70:3C   100   Dynamic   gpon-onu_1/3/13:9        vport 1  
9A:8C:1A:B5:8A:C2   100   Dynamic   gpon-onu_1/3/13:10       vport 1  
B4:E4:6B:6D:38:02   100   Dynamic   gpon-onu_1/3/13:11       vport 1  
C0:9F:E1:CF:9F:12   100   Dynamic   gpon-onu_1/3/13:12       vport 1  
34:36:54:AF:BE:4C   100   Dynamic   gpon-onu_1/3/13:13       vport 1  
B8:F0:B9:CA:54:49   100   Dynamic   gpon-onu_1/3/13:14       vport 1  
FC:40:09:F9:E7:3B   100   Dynamic   gpon-onu_1/3/13:15       vport 1  
24:91:BB:E4:62:CE   100   Dynamic   gpon-onu_1/3/14:1        vport 1  
B4:E4:6B:71:E4:AF   100   Dynamic   gpon-onu_1/3/14:2        vport 1  
F8:64:B8:F0:4D:E2   100   Dynamic   gpon-onu_1/3/14:3        vport 1  
F8:64:B8:F0:B8:E0   100   Dynamic   gpon-onu_1/3/14:4        vport 1  
F8:64:B8:F0:87:84   100   Dynamic   gpon-onu_1/3/14:5        vport 1  
B8:DD:71:EC:1F:0E   100   Dynamic   gpon-onu_1/3/14:6        vport 1  
E0:19:54:E4:7F:52   100   Dynamic   gpon-onu_1/3/14:7        vport 1  
E0:19:54:FE:10:93   100   Dynamic   gpon-onu_1/3/14:8        vport 1  
C8:5A:9F:BA:23:60   100   Dynamic   gpon-onu_1/3/14:9        vport 1  
D4:B7:09:E5:07:3A   100   Dynamic   gpon-onu_1/3/14:10       vport 1  
34:36:54:AF:64:A0   100   Dynamic   gpon-onu_1/3/14:11       vport 1  
98:00:6A:63:4B:DD   100   Dynamic   gpon-onu_1/3/14:12       vport 1  
FC:40:09:08:85:5A   100   Dynamic   gpon-onu_1/3/14:13       vport 1  
34:24:3E:24:A2:92   100   Dynamic   gpon-onu_1/3/14:14       vport 1  
D4:7E:A8:DF:53:CB   100   Dynamic   gpon-onu_1/3/14:15       vport 1  
14:79:F3:28:39:91   100   Dynamic   gpon-onu_1/3/14:16       vport 1  
14:79:F3:42:B9:71   100   Dynamic   gpon-onu_1/3/14:17       vport 1  
F8:6C:E1:69:3A:C3   100   Dynamic   gpon-onu_1/3/14:18       vport 1  
B4:E4:6B:86:93:38   100   Dynamic   gpon-onu_1/3/14:19       vport 1  
F8:6C:E1:8D:EE:BA   100   Dynamic   gpon-onu_1/3/14:20       vport 1  
48:57:02:F2:55:34   100   Dynamic   gpon-onu_1/3/14:21       vport 1  
A8:2B:CD:8D:F3:EC   100   Dynamic   gpon-onu_1/3/14:22       vport 1  
F8:64:B8:EE:C3:C5   100   Dynamic   gpon-onu_1/3/14:23       vport 1  
F8:64:B8:F0:84:66   100   Dynamic   gpon-onu_1/3/14:24       vport 1  
A8:74:84:C9:CB:18   100   Dynamic   gpon-onu_1/3/14:25       vport 1  
