
Total mac address : 1520

Mac address      Vlan  Type      Port	                  Vc                      
B8:DD:71:EC:29:04   100   Dynamic   gpon-onu_1/3/14:26       vport 1  
F8:64:B8:A6:F7:BC   100   Dynamic   gpon-onu_1/3/14:27       vport 1  
E0:19:54:FA:6B:58   100   Dynamic   gpon-onu_1/3/14:28       vport 1  
E0:19:54:E5:4D:BC   100   Dynamic   gpon-onu_1/3/14:29       vport 1  
98:00:6A:87:7B:7A   100   Dynamic   gpon-onu_1/3/14:30       vport 1  
98:00:6A:88:89:F2   100   Dynamic   gpon-onu_1/3/14:31       vport 1  
C0:9F:E1:82:9A:BA   100   Dynamic   gpon-onu_1/3/14:32       vport 1  
98:00:6A:5E:F6:F4   100   Dynamic   gpon-onu_1/3/14:33       vport 1  
98:00:6A:88:EC:56   100   Dynamic   gpon-onu_1/3/14:34       vport 1  
34:36:54:AE:52:DA   100   Dynamic   gpon-onu_1/3/14:35       vport 1  
34:36:54:AD:BE:BA   100   Dynamic   gpon-onu_1/3/14:36       vport 1  
FC:40:09:F0:49:1C   100   Dynamic   gpon-onu_1/3/14:37       vport 1  
FC:40:09:F1:7D:FE   100   Dynamic   gpon-onu_1/3/14:38       vport 1  
C0:94:AD:22:91:52   100   Dynamic   gpon-onu_1/3/14:39       vport 1  
08:F6:06:A1:8C:96   100   Dynamic   gpon-onu_1/3/14:40       vport 1  
34:24:3E:23:B5:B6   100   Dynamic   gpon-onu_1/3/14:41       vport 1  
B8:F0:B9:C9:E3:9F   100   Dynamic   gpon-onu_1/3/14:42       vport 1  
F4:2D:06:C6:E3:9A   100   Dynamic   gpon-onu_1/3/14:43       vport 1  
F8:6C:E1:75:A4:A7   100   Dynamic   gpon-onu_1/3/14:44       vport 1  
D4:7E:A8:F6:13:DC   100   Dynamic   gpon-onu_1/3/14:45       vport 1  
04:E7:95:DD:32:6D   100   Dynamic   gpon-onu_1/3/14:46       vport 1  
E0:19:54:FB:32:53   100   Dynamic   gpon-onu_1/3/14:47       vport 1  
F8:64:B8:EF:70:3F   100   Dynamic   gpon-onu_1/3/14:48       vport 1  
28:FF:3E:76:81:30   100   Dynamic   gpon-onu_1/3/14:49       vport 1  
5C:3A:3D:F1:3C:DA   100   Dynamic   gpon-onu_1/3/14:50       vport 1  
5C:3A:3D:F5:2D:64   100   Dynamic   gpon-onu_1/3/14:51       vport 1  
98:00:6A:84:7E:44   100   Dynamic   gpon-onu_1/3/14:52       vport 1  
98:00:6A:8D:EA:20   100   Dynamic   gpon-onu_1/3/14:54       vport 1  
98:00:6A:93:53:72   100   Dynamic   gpon-onu_1/3/14:55       vport 1  
34:36:54:96:7F:7C   100   Dynamic   gpon-onu_1/3/14:56       vport 1  
34:36:54:B1:6E:C4   100   Dynamic   gpon-onu_1/3/14:57       vport 1  
34:36:54:A4:31:E2   100   Dynamic   gpon-onu_1/3/14:58       vport 1  
34:36:54:B1:B7:66   100   Dynamic   gpon-onu_1/3/14:59       vport 1  
FC:40:09:F1:6E:80   100   Dynamic   gpon-onu_1/3/14:60       vport 1  
F4:2D:06:CC:D6:44   100   Dynamic   gpon-onu_1/3/14:61       vport 1  
08:93:56:29:A8:37   100   Dynamic   gpon-onu_1/3/14:62       vport 1  
D4:7E:A8:A4:60:23   100   Dynamic   gpon-onu_1/3/14:63       vport 1  
94:FF:61:09:6B:F4   100   Dynamic   gpon-onu_1/3/14:64       vport 1  
9A:8C:1A:21:3E:CA   100   Dynamic   gpon-onu_1/3/14:65       vport 1  
F8:64:B8:F0:69:AE   100   Dynamic   gpon-onu_1/3/14:66       vport 1  
B8:DD:71:EC:02:04   100   Dynamic   gpon-onu_1/3/14:67       vport 1  
98:00:6A:89:2E:3E   100   Dynamic   gpon-onu_1/3/14:68       vport 1  
F8:64:B8:A6:70:C2   100   Dynamic   gpon-onu_1/3/14:68       vport 1  
08:9A:C7:9F:06:5E   100   Dynamic   gpon-onu_1/3/14:70       vport 1  
5C:3A:3D:F3:7F:B0   100   Dynamic   gpon-onu_1/3/14:71       vport 1  
FC:40:09:F0:F4:A6   100   Dynamic   gpon-onu_1/3/14:72       vport 1  
EC:82:63:07:E4:E7   100   Dynamic   gpon-onu_1/3/14:73       vport 1  
DC:F8:B9:E3:C5:33   100   Dynamic   gpon-onu_1/3/14:74       vport 1  
F4:2D:06:C7:70:F4   100   Dynamic   gpon-onu_1/3/14:75       vport 1  
08:F6:06:9F:ED:64   100   Dynamic   gpon-onu_1/3/14:76       vport 1  
C0:94:AD:22:6B:FC   100   Dynamic   gpon-onu_1/3/14:77       vport 1  
28:FF:3E:75:0D:4E   100   Dynamic   gpon-onu_1/3/14:78       vport 1  
30:40:74:AD:37:96   100   Dynamic   gpon-onu_1/3/14:79       vport 1  
D4:7E:A8:92:B5:AE   100   Dynamic   gpon-onu_1/3/14:80       vport 1  
B8:DD:71:EB:FE:68   100   Dynamic   gpon-onu_1/3/14:81       vport 1  
A8:74:84:C1:22:52   100   Dynamic   gpon-onu_1/3/14:82       vport 1  
E0:19:54:FB:6A:E1   100   Dynamic   gpon-onu_1/3/14:83       vport 1  
B4:E4:6B:8A:FF:05   100   Dynamic   gpon-onu_1/3/14:84       vport 1  
34:36:54:B1:85:DA   100   Dynamic   gpon-onu_1/3/14:85       vport 1  
B4:E4:6B:72:BF:70   100   Dynamic   gpon-onu_1/3/15:1        vport 1  
B4:E4:6B:7C:34:70   100   Dynamic   gpon-onu_1/3/15:2        vport 1  
B4:E4:6B:7C:34:71   100   Dynamic   gpon-onu_1/3/15:2        vport 1  
28:68:D2:80:05:EC   200   Dynamic   epon-onu_1/4/1:1         vport 1  
08:79:8C:70:03:46   200   Dynamic   epon-onu_1/4/1:2         vport 1  
04:E7:95:F1:D2:22   200   Dynamic   epon-onu_1/4/1:3         vport 1  
28:68:D2:80:08:3F   200   Dynamic   epon-onu_1/4/1:4         vport 1  
28:68:D2:96:1F:EF   200   Dynamic   epon-onu_1/4/1:5         vport 1  
30:C5:0F:D8:4A:84   200   Dynamic   epon-onu_1/4/1:6         vport 1  
34:58:40:99:3E:52   200   Dynamic   epon-onu_1/4/1:7         vport 1  
44:E9:68:46:1A:E4   200   Dynamic   epon-onu_1/4/1:8         vport 1  
44:E9:68:66:0C:7D   200   Dynamic   epon-onu_1/4/1:9         vport 1  
48:57:02:F1:79:EE   200   Dynamic   epon-onu_1/4/1:10        vport 1  
58:25:75:73:47:91   200   Dynamic   epon-onu_1/4/1:11        vport 1  
50:70:97:48:65:69   200   Dynamic   epon-onu_1/4/1:12        vport 1  
5C:64:7A:E7:EF:FA   200   Dynamic   epon-onu_1/4/1:13        vport 1  
64:5E:10:0D:F1:DB   200   Dynamic   epon-onu_1/4/1:14        vport 1  
68:9F:F0:0C:25:80   200   Dynamic   epon-onu_1/4/1:15        vport 1  
6C:16:32:C8:C0:3F   200   Dynamic   epon-onu_1/4/1:16        vport 1  
90:16:BA:1C:5D:29   200   Dynamic   epon-onu_1/4/1:17        vport 1  
94:25:33:B4:B8:26   200   Dynamic   epon-onu_1/4/1:18        vport 1  
94:FF:61:E2:B7:C1   200   Dynamic   epon-onu_1/4/1:19        vport 1  
A4:7C:C9:DD:A2:BB   200   Dynamic   epon-onu_1/4/1:20        vport 1  
D4:4F:67:E0:A3:06   200   Dynamic   epon-onu_1/4/1:21        vport 1  
B0:5C:16:23:BE:DE   200   Dynamic   epon-onu_1/4/1:22        vport 1  
A4:BD:C4:56:8C:7F   200   Dynamic   epon-onu_1/4/1:23        vport 1  
F8:6C:E1:76:50:8C   200   Dynamic   epon-onu_1/4/1:24        vport 1  
24:91:BB:3C:55:9E   200   Dynamic   epon-onu_1/4/1:26        vport 1  
24:91:BB:E4:EF:FC   200   Dynamic   epon-onu_1/4/1:27        vport 1  
30:C5:0F:76:75:4B   200   Dynamic   epon-onu_1/4/1:28        vport 1  
30:C5:0F:76:75:B1   200   Dynamic   epon-onu_1/4/1:29        vport 1  
30:E9:8E:4F:EB:CB   200   Dynamic   epon-onu_1/4/1:30        vport 1  
A4:7C:C9:11:67:70   200   Dynamic   epon-onu_1/4/1:31        vport 1  
CC:B1:82:B6:21:27   200   Dynamic   epon-onu_1/4/1:32        vport 1  
CC:B1:82:B7:C6:90   200   Dynamic   epon-onu_1/4/1:33        vport 1  
78:57:73:61:EE:AB   200   Dynamic   epon-onu_1/4/1:34        vport 1  
08:79:8C:63:A7:6B   200   Dynamic   epon-onu_1/4/2:1         vport 1  
08:79:8C:70:BF:EF   200   Dynamic   epon-onu_1/4/2:2         vport 1  
00:2E:C7:6B:E8:D5   200   Dynamic   epon-onu_1/4/2:3         vport 1  
08:93:56:30:04:29   200   Dynamic   epon-onu_1/4/2:4         vport 1  
08:93:56:A7:24:2D   200   Dynamic   epon-onu_1/4/2:5         vport 1  
08:93:56:A7:5A:3B   200   Dynamic   epon-onu_1/4/2:6         vport 1  
14:79:F3:31:C8:21   200   Dynamic   epon-onu_1/4/2:7         vport 1  
24:91:BB:3C:E2:11   200   Dynamic   epon-onu_1/4/2:8         vport 1  
54:DF:24:26:D7:E2   200   Dynamic   epon-onu_1/4/2:9         vport 1  
68:4A:AE:BC:04:00   200   Dynamic   epon-onu_1/4/2:10        vport 1  
C0:25:2F:8A:83:AD   200   Dynamic   epon-onu_1/4/2:11        vport 1  
A4:BD:C4:55:97:86   200   Dynamic   epon-onu_1/4/2:12        vport 1  
88:66:39:7F:1A:10   200   Dynamic   epon-onu_1/4/2:13        vport 1  
D4:7E:A8:C7:F3:DB   200   Dynamic   epon-onu_1/4/2:14        vport 1  
D4:D5:1B:22:45:4E   200   Dynamic   epon-onu_1/4/2:15        vport 1  
D4:7E:A8:FE:70:89   200   Dynamic   epon-onu_1/4/2:16        vport 1  
F4:DE:AF:C5:49:25   200   Dynamic   epon-onu_1/4/2:17        vport 1  
F8:6C:E1:87:29:DC   200   Dynamic   epon-onu_1/4/2:18        vport 1  
F8:6E:EE:C0:B3:19   200   Dynamic   epon-onu_1/4/2:19        vport 1  
04:E7:95:DB:5C:34   200   Dynamic   epon-onu_1/4/2:20        vport 1  
14:AB:02:A8:EB:59   200   Dynamic   epon-onu_1/4/2:21        vport 1  
24:91:BB:7B:13:7D   200   Dynamic   epon-onu_1/4/2:23        vport 1  
28:68:D2:95:E0:2F   200   Dynamic   epon-onu_1/4/2:24        vport 1  
30:C5:0F:BD:14:A4   200   Dynamic   epon-onu_1/4/2:25        vport 1  
44:E9:68:C2:FE:1E   200   Dynamic   epon-onu_1/4/2:26        vport 1  
58:25:75:95:58:E5   200   Dynamic   epon-onu_1/4/2:27        vport 1  
90:3F:EA:C3:B6:DE   200   Dynamic   epon-onu_1/4/2:28        vport 1  
90:3F:EA:C9:3F:72   200   Dynamic   epon-onu_1/4/2:29        vport 1  
A4:7C:C9:0C:7D:54   200   Dynamic   epon-onu_1/4/2:30        vport 1  
A4:7C:C9:0C:7D:A9   200   Dynamic   epon-onu_1/4/2:31        vport 1  
A4:7C:C9:0C:80:0D   200   Dynamic   epon-onu_1/4/2:32        vport 1  
A4:7C:C9:12:31:FA   200   Dynamic   epon-onu_1/4/2:33        vport 1  
A4:BE:2B:28:C8:35   200   Dynamic   epon-onu_1/4/2:34        vport 1  
B0:76:1B:10:4D:EE   200   Dynamic   epon-onu_1/4/2:35        vport 1  
B8:E3:B1:96:4E:E7   200   Dynamic   epon-onu_1/4/2:36        vport 1  
C4:B8:B4:25:05:8A   200   Dynamic   epon-onu_1/4/2:37        vport 1  
C4:FF:1F:56:B2:DF   200   Dynamic   epon-onu_1/4/2:38        vport 1  
D4:46:49:F9:81:F2   200   Dynamic   epon-onu_1/4/2:39        vport 1  
D4:7E:A8:CB:19:38   200   Dynamic   epon-onu_1/4/2:40        vport 1  
E4:83:26:E9:68:08   200   Dynamic   epon-onu_1/4/2:41        vport 1  
D4:46:49:F9:89:62   200   Dynamic   epon-onu_1/4/2:42        vport 1  
B4:E4:6B:84:74:A5   200   Dynamic   epon-onu_1/4/2:43        vport 1  
68:9F:F0:0C:BE:0F   200   Dynamic   epon-onu_1/4/3:1         vport 1  
B4:E4:6B:72:DB:34   200   Dynamic   epon-onu_1/4/3:2         vport 1  
78:2E:56:50:AC:2E   200   Dynamic   epon-onu_1/4/3:3         vport 1  
B4:E4:6B:90:3A:41   200   Dynamic   epon-onu_1/4/3:4         vport 1  
00:CF:C0:AB:E6:8C   200   Dynamic   epon-onu_1/4/3:5         vport 1  
08:93:56:38:57:26   200   Dynamic   epon-onu_1/4/3:6         vport 1  
04:E7:95:E7:F6:95   200   Dynamic   epon-onu_1/4/3:7         vport 1  
08:93:56:6B:A3:5A   200   Dynamic   epon-onu_1/4/3:8         vport 1  
08:93:56:76:3C:C7   200   Dynamic   epon-onu_1/4/3:9         vport 1  
14:79:F3:28:EE:69   200   Dynamic   epon-onu_1/4/3:11        vport 1  
08:93:56:9B:23:D1   200   Dynamic   epon-onu_1/4/3:12        vport 1  
14:AB:02:A2:65:F2   200   Dynamic   epon-onu_1/4/3:13        vport 1  
1C:43:63:51:05:75   200   Dynamic   epon-onu_1/4/3:14        vport 1  
24:91:BB:3F:31:BF   200   Dynamic   epon-onu_1/4/3:15        vport 1  
24:91:BB:75:57:83   200   Dynamic   epon-onu_1/4/3:16        vport 1  
24:91:BB:3C:B4:2E   200   Dynamic   epon-onu_1/4/3:17        vport 1  
24:91:BB:76:17:F5   200   Dynamic   epon-onu_1/4/3:18        vport 1  
24:91:BB:77:DB:63   200   Dynamic   epon-onu_1/4/3:19        vport 1  
28:68:D2:96:25:94   200   Dynamic   epon-onu_1/4/3:20        vport 1  
28:9E:97:DD:EA:F4   200   Dynamic   epon-onu_1/4/3:21        vport 1  
2C:97:B1:7A:CF:3A   200   Dynamic   epon-onu_1/4/3:22        vport 1  
30:C5:0F:59:39:7C   200   Dynamic   epon-onu_1/4/3:23        vport 1  
30:C5:0F:D8:57:11   200   Dynamic   epon-onu_1/4/3:24        vport 1  
54:DF:24:3E:C5:4C   200   Dynamic   epon-onu_1/4/3:25        vport 1  
54:13:10:25:AE:8A   200   Dynamic   epon-onu_1/4/3:26        vport 1  
44:E9:68:64:51:3A   200   Dynamic   epon-onu_1/4/3:27        vport 1  
78:57:73:E8:D3:7D   200   Dynamic   epon-onu_1/4/3:28        vport 1  
64:5E:10:10:47:A5   200   Dynamic   epon-onu_1/4/3:29        vport 1  
7C:1C:F1:90:80:60   200   Dynamic   epon-onu_1/4/3:30        vport 1  
88:66:39:C0:03:13   200   Dynamic   epon-onu_1/4/3:31        vport 1  
90:17:3F:EB:23:A3   200   Dynamic   epon-onu_1/4/3:32        vport 1  
94:00:B0:DA:52:2A   200   Dynamic   epon-onu_1/4/3:33        vport 1  
94:25:33:45:22:4E   200   Dynamic   epon-onu_1/4/3:34        vport 1  
94:25:33:B4:7D:50   200   Dynamic   epon-onu_1/4/3:35        vport 1  
A4:BD:C4:D3:DB:81   200   Dynamic   epon-onu_1/4/3:36        vport 1  
A4:7C:C9:0C:80:95   200   Dynamic   epon-onu_1/4/3:37        vport 1  
A4:BE:2B:2A:C0:B2   200   Dynamic   epon-onu_1/4/3:38        vport 1  
B4:6E:08:BE:2F:F5   200   Dynamic   epon-onu_1/4/3:39        vport 1  
B4:E4:6B:5C:FE:80   200   Dynamic   epon-onu_1/4/3:40        vport 1  
B4:E4:6B:7E:C9:EF   200   Dynamic   epon-onu_1/4/3:41        vport 1  
B4:E4:6B:89:3C:8A   200   Dynamic   epon-onu_1/4/3:43        vport 1  
B4:E4:6B:8C:70:3C   200   Dynamic   epon-onu_1/4/3:44        vport 1  
CC:B1:82:B6:6D:C9   200   Dynamic   epon-onu_1/4/3:45        vport 1  
D4:4F:67:E1:2F:9B   200   Dynamic   epon-onu_1/4/3:46        vport 1  
C4:B8:B4:25:9F:56   200   Dynamic   epon-onu_1/4/3:47        vport 1  
D4:7E:A8:45:AC:ED   200   Dynamic   epon-onu_1/4/3:48        vport 1  
F8:6C:E1:5E:5D:98   200   Dynamic   epon-onu_1/4/3:49        vport 1  
F8:6C:E1:6E:4A:A0   200   Dynamic   epon-onu_1/4/3:50        vport 1  
F8:6C:E1:84:ED:07   200   Dynamic   epon-onu_1/4/3:51        vport 1  
A4:7C:C9:0C:92:50   200   Dynamic   epon-onu_1/4/3:52        vport 1  
9C:71:3A:88:6C:9E   200   Dynamic   epon-onu_1/4/3:53        vport 1  
48:2C:D0:98:B9:5E   200   Dynamic   epon-onu_1/4/3:54        vport 1  
90:3F:EA:C8:55:B2   200   Dynamic   epon-onu_1/4/3:55        vport 1  
40:EE:DD:A9:0C:7F   200   Dynamic   epon-onu_1/4/3:56        vport 1  
24:91:BB:3C:B7:C4   200   Dynamic   epon-onu_1/4/4:1         vport 1  
14:57:9F:F1:89:8F   200   Dynamic   epon-onu_1/4/4:2         vport 1  
08:93:56:30:06:16   200   Dynamic   epon-onu_1/4/4:3         vport 1  
24:91:BB:3C:E2:22   200   Dynamic   epon-onu_1/4/4:4         vport 1  
24:91:BB:3F:40:D2   200   Dynamic   epon-onu_1/4/4:5         vport 1  
24:91:BB:75:16:3C   200   Dynamic   epon-onu_1/4/4:6         vport 1  
24:91:BB:E4:E4:D4   200   Dynamic   epon-onu_1/4/4:7         vport 1  
24:91:BB:E5:A0:18   200   Dynamic   epon-onu_1/4/4:8         vport 1  
30:C5:0F:77:12:58   200   Dynamic   epon-onu_1/4/4:9         vport 1  
30:E9:8E:35:B4:5E   200   Dynamic   epon-onu_1/4/4:10        vport 1  
48:2C:D0:9B:78:25   200   Dynamic   epon-onu_1/4/4:11        vport 1  
34:0A:98:7B:EA:AB   200   Dynamic   epon-onu_1/4/4:12        vport 1  
44:E9:68:86:08:A3   200   Dynamic   epon-onu_1/4/4:13        vport 1  
48:57:02:62:CE:A6   200   Dynamic   epon-onu_1/4/4:14        vport 1  
48:57:02:F1:A4:E5   200   Dynamic   epon-onu_1/4/4:15        vport 1  
48:F8:DB:42:43:17   200   Dynamic   epon-onu_1/4/4:16        vport 1  
64:5E:10:0E:87:DE   200   Dynamic   epon-onu_1/4/4:17        vport 1  
6C:16:32:C9:2B:F5   200   Dynamic   epon-onu_1/4/4:18        vport 1  
70:8C:B6:E4:6B:8E   200   Dynamic   epon-onu_1/4/4:19        vport 1  
80:B5:75:3F:49:E6   200   Dynamic   epon-onu_1/4/4:20        vport 1  
90:17:3F:30:33:E6   200   Dynamic   epon-onu_1/4/4:21        vport 1  
8C:5F:AD:AA:E4:A9   200   Dynamic   epon-onu_1/4/4:22        vport 1  
88:66:39:5B:5D:38   200   Dynamic   epon-onu_1/4/4:23        vport 1  
90:17:3F:EA:CA:63   200   Dynamic   epon-onu_1/4/4:24        vport 1  
94:B2:71:63:F4:94   200   Dynamic   epon-onu_1/4/4:25        vport 1  
94:B2:71:64:C8:F2   200   Dynamic   epon-onu_1/4/4:26        vport 1  
B4:E4:6B:6A:4D:FC   200   Dynamic   epon-onu_1/4/4:27        vport 1  
A4:BD:C4:51:ED:CD   200   Dynamic   epon-onu_1/4/4:28        vport 1  
B4:E4:6B:62:B8:B8   200   Dynamic   epon-onu_1/4/4:29        vport 1  
B4:E4:6B:65:43:0B   200   Dynamic   epon-onu_1/4/4:30        vport 1  
CC:B1:82:89:9F:73   200   Dynamic   epon-onu_1/4/4:31        vport 1  
B8:E3:B1:96:0A:5F   200   Dynamic   epon-onu_1/4/4:32        vport 1  
B4:E4:6B:8E:80:A6   200   Dynamic   epon-onu_1/4/4:33        vport 1  
D4:4F:67:C2:D0:F1   200   Dynamic   epon-onu_1/4/4:34        vport 1  
D4:7E:A8:90:F6:7B   200   Dynamic   epon-onu_1/4/4:35        vport 1  
DC:99:14:11:8E:C4   200   Dynamic   epon-onu_1/4/4:36        vport 1  
F4:B7:8D:0D:35:5F   200   Dynamic   epon-onu_1/4/4:37        vport 1  
F4:B7:8D:44:23:67   200   Dynamic   epon-onu_1/4/4:38        vport 1  
FC:1B:D1:75:A6:6A   200   Dynamic   epon-onu_1/4/4:39        vport 1  
08:93:56:73:8A:05   200   Dynamic   epon-onu_1/4/4:40        vport 1  
24:91:BB:3F:41:F3   200   Dynamic   epon-onu_1/4/4:41        vport 1  
24:91:BB:74:B3:6C   200   Dynamic   epon-onu_1/4/4:42        vport 1  
30:C5:0F:77:AC:57   200   Dynamic   epon-onu_1/4/4:43        vport 1  
44:E9:68:65:3F:E4   200   Dynamic   epon-onu_1/4/4:44        vport 1  
48:F8:DB:40:B5:0D   200   Dynamic   epon-onu_1/4/4:45        vport 1  
64:5E:10:05:57:E8   200   Dynamic   epon-onu_1/4/4:46        vport 1  
8C:E5:EF:46:B1:4A   200   Dynamic   epon-onu_1/4/4:47        vport 1  
94:25:33:B5:A5:D1   200   Dynamic   epon-onu_1/4/4:48        vport 1  
A4:BE:2B:2A:8F:06   200   Dynamic   epon-onu_1/4/4:49        vport 1  
F4:E5:F2:BA:28:D4   200   Dynamic   epon-onu_1/4/4:50        vport 1  
78:57:73:61:0F:BE   200   Dynamic   epon-onu_1/4/4:51        vport 1  
24:91:BB:3C:74:7F   200   Dynamic   epon-onu_1/4/5:1         vport 1  
04:E7:95:DC:52:70   200   Dynamic   epon-onu_1/4/5:2         vport 1  
08:93:56:2E:92:BE   200   Dynamic   epon-onu_1/4/5:3         vport 1  
48:57:02:F1:B1:E9   200   Dynamic   epon-onu_1/4/5:4         vport 1  
50:70:97:4C:AC:35   200   Dynamic   epon-onu_1/4/5:5         vport 1  
6C:16:32:8E:F1:0B   200   Dynamic   epon-onu_1/4/5:6         vport 1  
78:57:73:DC:8E:3A   200   Dynamic   epon-onu_1/4/5:7         vport 1  
A4:7C:C9:06:41:4A   200   Dynamic   epon-onu_1/4/5:8         vport 1  
B4:E4:6B:82:2E:E8   200   Dynamic   epon-onu_1/4/5:9         vport 1  
B4:E4:6B:8B:22:E0   200   Dynamic   epon-onu_1/4/5:10        vport 1  
B4:E4:6B:8E:88:C3   200   Dynamic   epon-onu_1/4/5:11        vport 1  
C4:0D:96:ED:93:9A   200   Dynamic   epon-onu_1/4/5:12        vport 1  
C4:0D:96:EF:29:AD   200   Dynamic   epon-onu_1/4/5:13        vport 1  
D4:4F:67:C6:28:0E   200   Dynamic   epon-onu_1/4/5:14        vport 1  
D4:7E:A8:97:AB:D8   200   Dynamic   epon-onu_1/4/5:15        vport 1  
D4:7E:A8:EF:2B:C1   200   Dynamic   epon-onu_1/4/5:16        vport 1  
E0:CC:7A:58:0D:63   200   Dynamic   epon-onu_1/4/5:17        vport 1  
F4:79:60:20:46:C6   200   Dynamic   epon-onu_1/4/5:18        vport 1  
30:C5:0F:77:AE:88   200   Dynamic   epon-onu_1/4/5:19        vport 1  
10:A4:DA:56:D9:0C   200   Dynamic   epon-onu_1/4/5:20        vport 1  
24:91:BB:3B:8E:33   200   Dynamic   epon-onu_1/4/5:21        vport 1  
30:E9:8E:4E:21:86   200   Dynamic   epon-onu_1/4/5:22        vport 1  
44:9B:C1:74:ED:B9   200   Dynamic   epon-onu_1/4/5:23        vport 1  
54:DF:24:4C:23:F2   200   Dynamic   epon-onu_1/4/5:24        vport 1  
5C:64:7A:F3:B2:C7   200   Dynamic   epon-onu_1/4/5:25        vport 1  
60:F1:8A:EB:1A:84   200   Dynamic   epon-onu_1/4/5:26        vport 1  
70:8C:B6:E6:D4:C7   200   Dynamic   epon-onu_1/4/5:27        vport 1  
78:2E:56:35:D7:93   200   Dynamic   epon-onu_1/4/5:28        vport 1  
B4:E4:6B:79:9B:90   200   Dynamic   epon-onu_1/4/5:29        vport 1  
8C:5F:AD:B1:44:D2   200   Dynamic   epon-onu_1/4/5:30        vport 1  
8C:E5:EF:45:F6:F4   200   Dynamic   epon-onu_1/4/5:31        vport 1  
A8:2B:CD:BE:A9:77   200   Dynamic   epon-onu_1/4/5:33        vport 1  
B0:EC:DD:8B:76:81   200   Dynamic   epon-onu_1/4/5:34        vport 1  
C0:FF:A8:BB:73:E7   200   Dynamic   epon-onu_1/4/5:35        vport 1  
CC:B1:82:B6:90:61   200   Dynamic   epon-onu_1/4/5:36        vport 1  
D4:4F:67:DF:F2:62   200   Dynamic   epon-onu_1/4/5:37        vport 1  
F8:6C:E1:68:E9:23   200   Dynamic   epon-onu_1/4/5:38        vport 1  
FC:1B:D1:34:AC:6A   200   Dynamic   epon-onu_1/4/5:39        vport 1  
CC:D7:3C:ED:66:DA   200   Dynamic   epon-onu_1/4/5:40        vport 1  
04:E7:95:DC:D7:95   200   Dynamic   epon-onu_1/4/5:41        vport 1  
BC:3F:8F:55:55:93   200   Dynamic   epon-onu_1/4/5:42        vport 1  
B4:E4:6B:81:20:88   200   Dynamic   epon-onu_1/4/5:43        vport 1  
24:91:BB:E5:28:91   200   Dynamic   epon-onu_1/4/5:44        vport 1  
B4:E4:6B:89:67:52   200   Dynamic   epon-onu_1/4/5:45        vport 1  
00:2E:C7:6C:EF:DE   200   Dynamic   epon-onu_1/4/6:1         vport 1  
04:4F:7A:99:7F:79   200   Dynamic   epon-onu_1/4/6:2         vport 1  
08:93:56:2E:6B:4C   200   Dynamic   epon-onu_1/4/6:3         vport 1  
08:93:56:6B:31:DD   200   Dynamic   epon-onu_1/4/6:4         vport 1  
28:68:D2:17:CF:79   200   Dynamic   epon-onu_1/4/6:5         vport 1  
64:5E:10:10:33:31   200   Dynamic   epon-onu_1/4/6:6         vport 1  
68:4A:AE:BE:C6:38   200   Dynamic   epon-onu_1/4/6:7         vport 1  
68:9F:F0:0C:1B:FF   200   Dynamic   epon-onu_1/4/6:8         vport 1  
78:CF:2F:52:A9:A9   200   Dynamic   epon-onu_1/4/6:9         vport 1  
84:46:FE:38:21:55   200   Dynamic   epon-onu_1/4/6:10        vport 1  
90:3F:EA:C8:CE:9F   200   Dynamic   epon-onu_1/4/6:11        vport 1  
90:3F:EA:C8:67:7E   200   Dynamic   epon-onu_1/4/6:12        vport 1  
9C:71:3A:87:F2:E5   200   Dynamic   epon-onu_1/4/6:13        vport 1  
A4:BD:C4:F8:0A:2B   200   Dynamic   epon-onu_1/4/6:14        vport 1  
A4:BD:C4:F8:B9:26   200   Dynamic   epon-onu_1/4/6:15        vport 1  
B0:EC:DD:89:68:91   200   Dynamic   epon-onu_1/4/6:16        vport 1  
B0:EC:DD:E1:15:31   200   Dynamic   epon-onu_1/4/6:17        vport 1  
B4:E4:6B:78:49:40   200   Dynamic   epon-onu_1/4/6:18        vport 1  
B4:E4:6B:7A:BE:EC   200   Dynamic   epon-onu_1/4/6:19        vport 1  
B4:E4:6B:80:67:F2   200   Dynamic   epon-onu_1/4/6:20        vport 1  
B4:E4:6B:8E:9D:D0   200   Dynamic   epon-onu_1/4/6:21        vport 1  
C0:F6:C2:9E:50:44   200   Dynamic   epon-onu_1/4/6:22        vport 1  
F8:6C:E1:5F:8A:5D   200   Dynamic   epon-onu_1/4/6:24        vport 1  
F8:6C:E1:82:CC:2C   200   Dynamic   epon-onu_1/4/6:26        vport 1  
08:93:56:07:BD:E5   200   Dynamic   epon-onu_1/4/6:27        vport 1  
04:E7:95:DB:34:B1   200   Dynamic   epon-onu_1/4/6:28        vport 1  
04:E7:95:CF:87:AF   200   Dynamic   epon-onu_1/4/6:29        vport 1  
24:91:BB:75:6B:1A   200   Dynamic   epon-onu_1/4/6:30        vport 1  
30:C5:0F:D8:4B:50   200   Dynamic   epon-onu_1/4/6:31        vport 1  
44:9B:C1:7C:F3:B4   200   Dynamic   epon-onu_1/4/6:32        vport 1  
44:E9:68:36:6A:FB   200   Dynamic   epon-onu_1/4/6:33        vport 1  
44:E9:68:50:37:67   200   Dynamic   epon-onu_1/4/6:34        vport 1  
58:25:75:74:67:5F   200   Dynamic   epon-onu_1/4/6:35        vport 1  
