
OnuIndex            Type        Mode    AuthInfo                State
gpon-onu_1/6/2:63   F670T       sn      SN:HWTC275DA915         ready
gpon-onu_1/6/2:64   F670T       sn      SN:HWTCAADD66B1         ready
gpon-onu_1/6/2:65   F670T       sn      SN:ZTEGC442E1E4         ready
gpon-onu_1/6/2:66   F670T       sn      SN:ZTEGC43DB424         ready
gpon-onu_1/6/2:67   F670T       sn      SN:ZTEGC4AFC550         ready
gpon-onu_1/6/2:68   F670T       sn      SN:ZTEGC4EE9259         ready
gpon-onu_1/6/2:69   F670T       sn      SN:ZTEGC4EFDC79         ready
gpon-onu_1/6/2:70   F670T       sn      SN:ZTEGC8CC065C         ready
gpon-onu_1/6/2:71   F670T       sn      SN:ZTEGC8EC497F         ready
gpon-onu_1/6/2:72   F670T       sn      SN:ZTEGCCE0261E         ready
gpon-onu_1/6/2:73   F670T       sn      SN:ZTEGCCE0A787         ready
gpon-onu_1/6/2:74   F670T       sn      SN:ZTEGCCE1CFD3         ready
gpon-onu_1/6/2:75   F670T       sn      SN:ZTEGCE46EC7A         ready
gpon-onu_1/6/2:76   F670T       sn      SN:ZTEGCE4734AB         ready
gpon-onu_1/6/2:77   F670T       sn      SN:ZTEGCE488655         ready
gpon-onu_1/6/2:78   F670T       sn      SN:ZTEGCE48A74D         ready
gpon-onu_1/6/2:79   F670T       sn      SN:ZTEGCE491983         ready
gpon-onu_1/6/2:80   F670T       sn      SN:ZTEGCE583CBB         ready
gpon-onu_1/6/2:81   F670T       sn      SN:ZTEGCE5876E8         ready
gpon-onu_1/6/2:82   F670T       sn      SN:ZTEGCE809A0F         ready
gpon-onu_1/6/2:83   F670T       sn      SN:ZTEGCE8FDFD7         ready
gpon-onu_1/6/2:84   F670T       sn      SN:ZTEGCF266DA9         ready
gpon-onu_1/6/2:85   F670T       sn      SN:ZTEGCF267529         ready
gpon-onu_1/6/2:86   F670T       sn      SN:ZTEGCF2B7C85         ready
gpon-onu_1/6/2:87   F670T       sn      SN:ZTEGD4A84F0C         ready
gpon-onu_1/6/2:88   F670T       sn      SN:ZTEGD4A8B4FF         ready
gpon-onu_1/6/2:89   F670T       sn      SN:ZTEGC4404CA1         ready
gpon-onu_1/6/2:90   F670T       sn      SN:ZTEGC4EF8AF3         ready
gpon-onu_1/6/2:91   F670T       sn      SN:HWTCCFF7A8A6         ready
gpon-onu_1/6/2:92   F670T       sn      SN:ZTEGCCE09CD0         ready
gpon-onu_1/6/2:93   F670T       sn      SN:ZTEGCE5A9ACA         ready
gpon-onu_1/6/2:94   F670T       sn      SN:ZTEGCF2B0E48         ready
gpon-onu_1/6/2:95   F670T       sn      SN:ZTEGD4A84B33         ready
gpon-onu_1/6/2:96   F670T       sn      SN:ZTEGCE490629         ready
gpon-onu_1/6/2:97   F670T       sn      SN:CMDCA8576D91         ready
gpon-onu_1/6/2:98   F980L       sn      SN:SKYW1A49B75E         ready
gpon-onu_1/6/2:99   F670T       sn      SN:CMDCB00A183E         ready
gpon-onu_1/6/2:100  F670T       sn      SN:CMDCA869FC41         ready
gpon-onu_1/6/2:101  F670T       sn      SN:ZTEGC433E094         ready
gpon-onu_1/6/2:102  F670T       sn      SN:HWTC33E671AF         ready
ZXAN#
